return_id,sale_id,return_date,reason
3359,23220,2020-07-22,Wrong Item
3360,15978,2025-04-27,Defective
3361,5162,2024-05-05,Defective
3362,2473,2022-12-02,Defective
3363,20919,2022-05-28,Wrong Item
3364,8677,2024-06-24,Defective
3365,6074,2022-07-26,Wrong Item
3366,6621,2024-07-18,Wrong Item
3367,13519,2023-11-13,Defective
3368,16985,2025-06-05,Defective
3369,22897,2024-02-17,Changed Mind
3370,4090,2024-12-10,Changed Mind
3371,16502,2024-07-19,Wrong Item
3372,13012,2021-12-24,Defective
3373,9780,2023-11-20,Changed Mind
3374,6683,2021-01-05,Defective
3375,17411,2024-07-15,Defective
3376,13762,2022-09-08,Changed Mind
3377,14765,2023-02-05,Wrong Item
3378,13067,2022-05-27,Wrong Item
3379,7049,2021-06-12,Wrong Item
3380,13645,2021-04-04,Defective
3381,23714,2022-06-17,Defective
3382,231,2021-11-01,Defective
3383,13671,2022-04-24,Wrong Item
3384,13298,2021-06-24,Changed Mind
3385,4770,2024-06-25,Wrong Item
3386,24830,2022-07-20,Wrong Item
3387,1339,2020-09-30,Defective
3388,9288,2022-12-14,Changed Mind
3389,23746,2022-12-06,Changed Mind
3390,4154,2021-07-14,Changed Mind
3391,5082,2024-11-07,Defective
3392,15858,2024-12-17,Defective
3393,13997,2023-11-09,Defective
3394,19888,2023-04-16,Wrong Item
3395,3485,2022-07-10,Changed Mind
3396,8276,2024-05-30,Wrong Item
3397,24907,2022-12-06,Defective
3398,887,2022-01-26,Wrong Item
3399,3720,2021-02-19,Changed Mind
3400,6052,2022-06-10,Defective
3401,12644,2020-12-07,Defective
3402,8746,2024-10-11,Defective
3403,15667,2022-02-22,Changed Mind
3404,16024,2025-01-15,Wrong Item
3405,7035,2024-04-02,Defective
3406,24554,2025-02-23,Defective
3407,480,2021-05-19,Changed Mind
3408,8209,2022-05-03,Changed Mind
3409,4576,2022-05-15,Changed Mind
3410,2508,2022-08-10,Wrong Item
3411,242,2021-04-25,Defective
3412,21841,2024-06-15,Wrong Item
3413,19672,2025-06-10,Defective
3414,8056,2020-09-17,Wrong Item
3415,22107,2023-04-24,Defective
3416,23021,2024-07-19,Changed Mind
3417,6350,2022-08-10,Defective
3418,9109,2021-04-06,Defective
3419,23953,2022-05-06,Defective
3420,16744,2024-06-29,Wrong Item
3421,263,2023-12-11,Wrong Item
3422,10237,2024-02-05,Defective
3423,15843,2024-02-20,Wrong Item
3424,6160,2024-12-07,Changed Mind
3425,8251,2022-11-23,Wrong Item
3426,5062,2023-03-25,Defective
3427,15625,2023-02-17,Wrong Item
3428,7754,2023-02-26,Wrong Item
3429,16987,2020-09-07,Wrong Item
3430,4353,2024-01-23,Defective
3431,313,2025-02-18,Wrong Item
3432,1046,2021-09-06,Changed Mind
3433,19092,2024-10-29,Changed Mind
3434,19615,2024-05-21,Wrong Item
3435,8301,2024-04-22,Defective
3436,15408,2025-03-01,Changed Mind
3437,21605,2022-09-23,Defective
3438,19648,2022-03-06,Changed Mind
3439,1270,2021-11-18,Changed Mind
3440,9330,2022-10-12,Wrong Item
3441,18948,2020-10-01,Defective
3442,8289,2022-05-25,Wrong Item
3443,21660,2022-03-03,Wrong Item
3444,12424,2024-03-10,Wrong Item
3445,9583,2020-09-21,Defective
3446,3014,2021-10-23,Changed Mind
3447,16332,2022-07-30,Defective
3448,13128,2024-06-13,Defective
3449,22451,2023-09-15,Defective
3450,2884,2024-03-25,Defective
3451,19590,2021-01-05,Defective
3452,21551,2025-01-22,Defective
3453,12053,2023-12-29,Wrong Item
3454,23652,2022-08-22,Changed Mind
3455,2002,2022-02-04,Defective
3456,15576,2020-09-17,Wrong Item
3457,7959,2023-06-29,Changed Mind
3458,24977,2021-02-20,Changed Mind
3459,2127,2022-05-03,Wrong Item
3460,15610,2025-04-15,Wrong Item
3461,15115,2023-11-27,Defective
3462,4719,2023-03-28,Wrong Item
3463,17173,2022-08-24,Changed Mind
3464,5017,2023-05-09,Defective
3465,9184,2024-12-08,Wrong Item
3466,20001,2022-09-21,Wrong Item
3467,3053,2024-04-30,Changed Mind
3468,9734,2023-01-22,Defective
3469,19993,2025-01-18,Defective
3470,12746,2022-05-03,Changed Mind
3471,24789,2024-02-01,Defective
3472,14416,2025-04-22,Changed Mind
3473,1319,2021-01-13,Defective
3474,24633,2021-12-25,Defective
3475,8301,2021-09-12,Changed Mind
3476,10730,2021-02-09,Changed Mind
3477,20763,2023-03-02,Changed Mind
3478,20305,2022-12-27,Defective
3479,11221,2024-08-20,Defective
3480,24878,2021-01-10,Defective
3481,14469,2020-08-21,Wrong Item
3482,3531,2024-04-11,Wrong Item
3483,9764,2023-04-02,Wrong Item
3484,21198,2021-09-24,Defective
3485,13381,2020-08-14,Changed Mind
3486,12287,2021-03-03,Changed Mind
3487,12515,2023-02-19,Wrong Item
3488,3172,2023-08-13,Wrong Item
3489,24681,2020-07-19,Wrong Item
3490,11253,2020-06-29,Wrong Item
3491,16079,2021-12-16,Wrong Item
3492,9287,2025-06-04,Defective
3493,5286,2023-09-08,Defective
3494,15125,2025-04-08,Defective
3495,16098,2020-10-28,Changed Mind
3496,8779,2023-01-24,Changed Mind
3497,18406,2021-10-21,Changed Mind
3498,13119,2025-03-29,Changed Mind
3499,13723,2022-03-11,Wrong Item
3500,12749,2021-12-07,Defective
3501,22304,2024-04-20,Defective
3502,20499,2022-02-03,Wrong Item
3503,13347,2023-06-26,Changed Mind
3504,6371,2021-10-21,Changed Mind
3505,9413,2021-10-17,Defective
3506,1205,2025-01-26,Defective
3507,949,2023-11-07,Wrong Item
3508,18918,2020-08-25,Wrong Item
3509,21629,2021-08-14,Changed Mind
3510,12796,2020-08-18,Changed Mind
3511,193,2025-05-13,Defective
3512,23535,2023-09-04,Wrong Item
3513,2391,2023-05-31,Changed Mind
3514,20957,2023-03-06,Defective
3515,13318,2021-02-05,Wrong Item
3516,22416,2022-05-29,Wrong Item
3517,21015,2022-05-13,Defective
3518,24289,2024-08-13,Defective
3519,14879,2025-01-19,Wrong Item
3520,7092,2023-06-29,Wrong Item
3521,18417,2023-04-16,Wrong Item
3522,15418,2021-04-09,Defective
3523,12144,2023-04-14,Defective
3524,24505,2024-02-09,Changed Mind
3525,14599,2024-02-15,Changed Mind
3526,3101,2024-05-19,Changed Mind
3527,15430,2022-10-16,Changed Mind
3528,3927,2023-07-09,Defective
3529,20326,2023-02-27,Defective
3530,7811,2022-07-26,Defective
3531,13910,2021-02-14,Wrong Item
3532,828,2021-07-22,Changed Mind
3533,2445,2021-11-29,Wrong Item
3534,12613,2023-08-31,Wrong Item
3535,16420,2022-04-13,Wrong Item
3536,14262,2024-03-04,Wrong Item
3537,18207,2024-10-16,Defective
3538,16617,2020-10-10,Defective
3539,7004,2023-07-11,Defective
3540,13936,2021-05-10,Wrong Item
3541,2949,2022-04-18,Changed Mind
3542,7049,2021-04-06,Defective
3543,19,2022-06-09,Changed Mind
3544,4491,2024-06-29,Changed Mind
3545,2906,2021-09-30,Defective
3546,3596,2022-09-04,Wrong Item
3547,941,2023-03-04,Defective
3548,18468,2022-01-19,Changed Mind
3549,24512,2024-06-16,Defective
3550,3873,2022-05-16,Defective
3551,23175,2021-07-19,Wrong Item
3552,18818,2022-04-23,Wrong Item
3553,23812,2025-06-19,Defective
3554,723,2021-02-19,Wrong Item
3555,14533,2024-12-12,Defective
3556,23279,2022-11-26,Changed Mind
3557,17005,2020-12-09,Wrong Item
3558,14003,2024-07-29,Wrong Item
3559,12350,2021-11-26,Wrong Item
3560,19906,2021-06-27,Defective
3561,19868,2020-11-26,Changed Mind
3562,23003,2022-09-06,Wrong Item
3563,23635,2021-12-06,Changed Mind
3564,20072,2021-01-27,Wrong Item
3565,5510,2020-10-28,Changed Mind
3566,7062,2022-02-11,Defective
3567,12971,2020-11-14,Wrong Item
3568,24032,2025-06-13,Defective
3569,16976,2023-10-14,Changed Mind
3570,2065,2021-10-27,Defective
3571,15905,2022-11-07,Wrong Item
3572,4763,2022-07-15,Changed Mind
3573,16864,2021-04-27,Changed Mind
3574,9423,2024-02-05,Wrong Item
3575,24502,2024-12-09,Wrong Item
3576,17671,2021-01-30,Defective
3577,11337,2024-08-24,Changed Mind
3578,100,2021-09-14,Defective
3579,20318,2024-07-24,Changed Mind
3580,5170,2023-01-08,Changed Mind
3581,17928,2023-12-17,Wrong Item
3582,15436,2024-01-27,Changed Mind
3583,14011,2023-11-12,Wrong Item
3584,17427,2022-01-04,Wrong Item
3585,1676,2024-11-26,Defective
3586,1955,2023-12-09,Changed Mind
3587,19389,2023-10-17,Changed Mind
3588,6686,2023-10-01,Wrong Item
3589,16369,2023-08-06,Defective
3590,14320,2021-11-03,Changed Mind
3591,14898,2025-05-11,Changed Mind
3592,21897,2024-01-14,Wrong Item
3593,10336,2025-06-03,Wrong Item
3594,16782,2024-04-04,Changed Mind
3595,11382,2022-01-27,Defective
3596,11948,2023-07-15,Changed Mind
3597,10402,2022-12-21,Changed Mind
3598,23127,2020-07-05,Changed Mind
3599,16961,2023-11-28,Wrong Item
3600,21521,2022-03-09,Wrong Item
3601,11511,2023-01-04,Defective
3602,8383,2020-09-10,Changed Mind
3603,4012,2021-08-09,Defective
3604,18549,2023-07-26,Defective
3605,18674,2021-10-16,Defective
3606,15891,2025-01-30,Defective
3607,18753,2025-05-02,Defective
3608,6785,2025-06-28,Defective
3609,15649,2022-11-17,Wrong Item
3610,14779,2024-12-29,Wrong Item
3611,17914,2022-06-25,Defective
3612,3217,2025-02-20,Changed Mind
3613,929,2021-01-10,Defective
3614,20443,2021-03-14,Defective
3615,8779,2024-08-01,Wrong Item
3616,10615,2021-02-25,Changed Mind
3617,23821,2024-02-03,Changed Mind
3618,24266,2025-05-20,Wrong Item
3619,12389,2023-05-18,Changed Mind
3620,20269,2025-02-02,Wrong Item
3621,717,2021-04-16,Defective
3622,2186,2021-05-28,Changed Mind
3623,11387,2022-06-01,Defective
3624,9142,2022-02-21,Defective
3625,2958,2020-07-27,Defective
3626,3203,2024-08-11,Defective
3627,18758,2023-10-22,Wrong Item
3628,795,2025-03-18,Wrong Item
3629,17288,2021-03-18,Defective
3630,6271,2025-01-21,Defective
3631,5275,2020-07-10,Wrong Item
3632,20460,2023-12-30,Wrong Item
3633,11577,2025-06-11,Changed Mind
3634,3361,2021-12-22,Wrong Item
3635,23180,2022-09-06,Defective
3636,5488,2024-03-15,Changed Mind
3637,12588,2024-04-15,Defective
3638,22884,2022-01-06,Changed Mind
3639,19253,2020-11-02,Wrong Item
3640,7870,2021-03-13,Changed Mind
3641,24246,2022-11-07,Wrong Item
3642,11024,2024-06-15,Wrong Item
3643,594,2025-03-07,Wrong Item
3644,10923,2022-03-25,Wrong Item
3645,10750,2025-05-19,Defective
3646,5302,2021-01-18,Wrong Item
3647,18768,2022-03-17,Wrong Item
3648,15240,2022-12-04,Changed Mind
3649,20497,2024-09-21,Defective
3650,17236,2022-09-26,Changed Mind
3651,4386,2021-09-03,Defective
3652,17858,2021-06-10,Changed Mind
3653,2779,2021-09-26,Changed Mind
3654,5054,2024-03-07,Wrong Item
3655,2374,2022-10-06,Changed Mind
3656,4918,2022-09-16,Defective
3657,9251,2021-02-14,Defective
3658,1653,2021-03-06,Wrong Item
3659,3110,2024-07-23,Defective
3660,17948,2024-03-05,Changed Mind
3661,23488,2020-11-28,Wrong Item
3662,10939,2023-10-07,Changed Mind
3663,9397,2020-07-01,Changed Mind
3664,9287,2022-10-28,Defective
3665,23819,2022-08-14,Defective
3666,22961,2023-03-13,Changed Mind
3667,19523,2024-12-16,Changed Mind
3668,19729,2024-05-23,Defective
3669,24960,2020-10-12,Wrong Item
3670,22151,2021-10-11,Changed Mind
3671,4752,2024-11-01,Wrong Item
3672,8133,2023-10-09,Defective
3673,8641,2023-05-22,Changed Mind
3674,8184,2025-03-05,Changed Mind
3675,22022,2025-02-05,Changed Mind
3676,6157,2023-04-07,Wrong Item
3677,20137,2024-08-13,Changed Mind
3678,23511,2021-10-05,Wrong Item
3679,2530,2021-04-08,Wrong Item
3680,16796,2021-12-16,Defective
3681,12558,2024-05-02,Defective
3682,18692,2025-02-12,Changed Mind
3683,6630,2020-07-27,Defective
3684,10266,2022-09-19,Changed Mind
3685,8575,2024-07-31,Defective
3686,1799,2022-11-27,Wrong Item
3687,3883,2025-04-16,Changed Mind
3688,3176,2023-05-02,Wrong Item
3689,16805,2020-08-11,Changed Mind
3690,11019,2024-02-27,Changed Mind
3691,23319,2022-03-08,Changed Mind
3692,3357,2021-11-26,Wrong Item
3693,2198,2025-05-24,Wrong Item
3694,8923,2022-05-07,Wrong Item
3695,1137,2025-05-23,Wrong Item
3696,13995,2022-04-03,Wrong Item
3697,11517,2021-05-02,Changed Mind
3698,17646,2023-07-31,Changed Mind
3699,14669,2024-02-10,Wrong Item
3700,7806,2025-02-07,Wrong Item
3701,13036,2024-10-16,Wrong Item
3702,15364,2021-02-07,Changed Mind
3703,1598,2023-05-01,Wrong Item
3704,15905,2022-08-15,Wrong Item
3705,5455,2024-04-05,Changed Mind
3706,10408,2025-03-25,Changed Mind
3707,22363,2022-12-03,Defective
3708,13563,2022-03-19,Changed Mind
3709,6438,2025-06-04,Defective
3710,10458,2024-06-24,Changed Mind
3711,1966,2021-01-11,Changed Mind
3712,2471,2025-03-07,Wrong Item
3713,20846,2020-09-11,Changed Mind
3714,12876,2023-06-20,Changed Mind
3715,14001,2025-02-18,Wrong Item
3716,17563,2021-11-06,Defective
3717,9555,2024-11-28,Changed Mind
3718,8454,2021-06-23,Wrong Item
3719,13992,2022-05-25,Changed Mind
3720,20705,2022-08-08,Wrong Item
3721,17318,2025-06-28,Wrong Item
3722,3517,2022-10-09,Changed Mind
3723,18518,2023-06-19,Changed Mind
3724,9417,2024-09-21,Changed Mind
3725,8032,2021-01-23,Defective
3726,23293,2024-03-27,Defective
3727,16159,2020-09-22,Defective
3728,13139,2023-03-21,Wrong Item
3729,23712,2023-07-19,Wrong Item
3730,6485,2022-07-06,Defective
3731,9231,2020-08-24,Wrong Item
3732,9506,2020-10-22,Wrong Item
3733,17883,2022-06-14,Changed Mind
3734,16392,2021-01-28,Changed Mind
3735,8603,2025-03-26,Changed Mind
3736,6717,2021-01-11,Defective
3737,1156,2022-12-09,Defective
3738,9074,2024-12-24,Wrong Item
3739,3319,2024-11-18,Defective
3740,24619,2021-02-23,Defective
3741,16374,2024-06-09,Changed Mind
3742,9022,2021-03-26,Wrong Item
3743,15312,2024-06-07,Changed Mind
3744,11367,2025-01-13,Defective
3745,23319,2023-08-16,Wrong Item
3746,5316,2023-05-03,Defective
3747,5478,2023-02-20,Changed Mind
3748,2273,2021-09-26,Changed Mind
3749,18652,2021-08-24,Defective
3750,14353,2024-05-31,Changed Mind
3751,1947,2023-07-21,Defective
3752,24668,2023-08-07,Defective
3753,10130,2024-05-03,Wrong Item
3754,18421,2022-12-18,Wrong Item
3755,10519,2020-09-24,Changed Mind
3756,22888,2021-04-03,Defective
3757,10991,2023-03-16,Changed Mind
3758,18897,2024-03-27,Changed Mind
3759,23533,2023-05-09,Wrong Item
3760,8507,2021-05-04,Defective
3761,8200,2024-05-19,Wrong Item
3762,6191,2021-08-14,Changed Mind
3763,24097,2021-07-05,Defective
3764,18584,2025-03-15,Wrong Item
3765,4721,2023-03-02,Changed Mind
3766,2446,2025-02-27,Wrong Item
3767,12303,2021-01-30,Wrong Item
3768,2151,2023-04-29,Defective
3769,2594,2021-08-02,Wrong Item
3770,15250,2022-04-05,Defective
3771,15948,2024-04-24,Wrong Item
3772,15238,2025-04-29,Defective
3773,1692,2021-11-16,Wrong Item
3774,23330,2022-05-12,Defective
3775,13460,2022-12-05,Defective
3776,14492,2022-12-26,Defective
3777,19848,2021-03-02,Changed Mind
3778,19194,2021-09-18,Defective
3779,4399,2021-07-18,Changed Mind
3780,8709,2024-02-02,Changed Mind
3781,19409,2020-11-21,Wrong Item
3782,20589,2025-05-04,Defective
3783,18985,2023-06-29,Wrong Item
3784,6569,2023-06-24,Changed Mind
3785,534,2023-08-28,Defective
3786,22470,2024-11-19,Defective
3787,7232,2025-01-14,Changed Mind
3788,11156,2024-02-15,Defective
3789,4197,2024-01-16,Wrong Item
3790,18922,2023-06-29,Wrong Item
3791,8059,2024-07-22,Changed Mind
3792,14753,2024-05-19,Defective
3793,2979,2020-08-10,Defective
3794,8727,2022-02-19,Wrong Item
3795,19976,2021-06-14,Wrong Item
3796,3635,2024-01-24,Defective
3797,15599,2023-06-22,Wrong Item
3798,4752,2023-10-25,Changed Mind
3799,4396,2022-11-18,Wrong Item
3800,12911,2020-09-03,Wrong Item
3801,3181,2024-04-27,Defective
3802,2682,2022-12-11,Wrong Item
3803,21826,2025-02-23,Wrong Item
3804,10670,2022-11-14,Defective
3805,7065,2023-01-24,Wrong Item
3806,11751,2024-09-03,Wrong Item
3807,10960,2020-09-23,Defective
3808,12995,2023-03-07,Defective
3809,244,2021-02-27,Changed Mind
3810,8027,2024-03-18,Defective
3811,17924,2020-11-20,Changed Mind
3812,24449,2020-07-08,Defective
3813,15798,2023-12-17,Defective
3814,21626,2024-03-02,Defective
3815,16823,2023-10-28,Changed Mind
3816,16912,2025-01-27,Wrong Item
3817,8065,2021-03-31,Defective
3818,6488,2025-02-17,Changed Mind
3819,14298,2020-09-26,Wrong Item
3820,22509,2024-10-28,Wrong Item
3821,12534,2023-06-16,Changed Mind
3822,8020,2024-10-31,Wrong Item
3823,15276,2020-07-07,Changed Mind
3824,8576,2023-12-20,Changed Mind
3825,20063,2020-11-03,Wrong Item
3826,17712,2021-08-27,Wrong Item
3827,12581,2024-02-23,Changed Mind
3828,6414,2022-06-03,Changed Mind
3829,11932,2022-02-18,Changed Mind
3830,18321,2025-01-14,Changed Mind
3831,20001,2020-07-23,Changed Mind
3832,6213,2023-07-10,Changed Mind
3833,10149,2021-04-16,Wrong Item
3834,6663,2021-09-20,Defective
3835,4956,2023-05-10,Wrong Item
3836,5451,2020-08-05,Defective
3837,20442,2022-05-29,Defective
3838,15322,2024-09-04,Defective
3839,10985,2022-03-10,Defective
3840,21144,2022-06-10,Defective
3841,2029,2022-05-06,Defective
3842,3150,2020-07-27,Defective
3843,11680,2021-01-03,Changed Mind
3844,21694,2022-10-17,Defective
3845,13981,2024-05-30,Defective
3846,19625,2024-08-12,Defective
3847,17864,2020-07-14,Wrong Item
3848,11089,2024-07-11,Changed Mind
3849,11163,2020-11-24,Changed Mind
3850,2939,2023-10-14,Changed Mind
3851,23853,2020-11-25,Wrong Item
3852,6493,2020-08-17,Defective
3853,20555,2023-02-21,Wrong Item
3854,13987,2021-07-08,Wrong Item
3855,10451,2023-02-25,Wrong Item
3856,22367,2023-09-14,Wrong Item
3857,17975,2020-09-05,Defective
3858,10840,2023-04-02,Defective
3859,18045,2024-12-09,Changed Mind
3860,20693,2024-05-31,Changed Mind
3861,10119,2020-07-22,Wrong Item
3862,5515,2024-01-25,Defective
3863,4266,2024-09-04,Changed Mind
3864,23689,2023-04-16,Defective
3865,16867,2025-04-22,Defective
3866,17972,2024-07-02,Wrong Item
3867,6553,2021-05-12,Changed Mind
3868,24531,2022-03-27,Wrong Item
3869,15574,2020-09-01,Changed Mind
3870,9989,2022-08-09,Wrong Item
3871,16976,2024-09-18,Wrong Item
3872,8624,2025-01-06,Wrong Item
3873,5891,2023-03-20,Wrong Item
3874,13152,2022-09-15,Defective
3875,10741,2024-08-04,Defective
3876,3922,2023-10-25,Wrong Item
3877,12539,2024-10-17,Changed Mind
3878,23429,2025-04-14,Changed Mind
3879,1976,2023-11-10,Changed Mind
3880,12454,2024-12-09,Defective
3881,21484,2022-03-24,Defective
3882,16760,2021-09-20,Changed Mind
3883,7467,2021-01-01,Wrong Item
3884,12811,2021-06-17,Wrong Item
3885,9933,2024-11-06,Wrong Item
3886,16125,2025-06-01,Wrong Item
3887,260,2024-01-19,Wrong Item
3888,20959,2021-08-23,Defective
3889,13887,2023-11-11,Wrong Item
3890,1277,2021-06-01,Wrong Item
3891,6521,2023-04-23,Defective
3892,21999,2022-07-28,Wrong Item
3893,12972,2023-05-30,Wrong Item
3894,1651,2024-01-19,Changed Mind
3895,3204,2025-05-02,Wrong Item
3896,15773,2020-10-25,Changed Mind
3897,7346,2022-07-08,Defective
3898,13027,2020-09-13,Defective
3899,16781,2021-02-09,Changed Mind
3900,528,2020-06-29,Wrong Item
3901,1069,2025-04-11,Wrong Item
3902,12758,2020-08-13,Defective
3903,11963,2024-12-02,Wrong Item
3904,7222,2021-08-05,Defective
3905,9886,2023-07-28,Changed Mind
3906,4117,2023-02-09,Defective
3907,17579,2021-02-27,Defective
3908,21585,2024-01-05,Wrong Item
3909,13356,2020-06-30,Defective
3910,19557,2022-08-26,Defective
3911,20591,2024-06-24,Defective
3912,2722,2021-06-25,Wrong Item
3913,22126,2020-07-14,Defective
3914,4214,2024-10-17,Changed Mind
3915,13171,2022-11-08,Changed Mind
3916,6848,2022-07-09,Wrong Item
3917,17995,2021-11-24,Defective
3918,18045,2021-01-05,Defective
3919,21689,2022-06-10,Defective
3920,14344,2021-11-12,Changed Mind
3921,2525,2023-04-07,Changed Mind
3922,4782,2025-03-30,Defective
3923,21520,2024-09-11,Wrong Item
3924,21733,2022-06-10,Changed Mind
3925,16940,2020-07-05,Changed Mind
3926,19658,2021-06-05,Changed Mind
3927,14127,2024-05-10,Wrong Item
3928,280,2020-12-14,Wrong Item
3929,1702,2022-12-28,Wrong Item
3930,10954,2023-01-11,Wrong Item
3931,12428,2021-04-10,Wrong Item
3932,906,2023-08-09,Defective
3933,14101,2023-01-03,Wrong Item
3934,7291,2025-05-15,Changed Mind
3935,7050,2020-07-11,Wrong Item
3936,24633,2021-09-30,Defective
3937,12019,2021-05-03,Changed Mind
3938,10770,2024-04-18,Changed Mind
3939,3843,2020-10-19,Changed Mind
3940,13123,2021-06-08,Wrong Item
3941,10568,2022-12-26,Defective
3942,17889,2024-11-27,Changed Mind
3943,7349,2020-12-19,Changed Mind
3944,9874,2022-06-08,Wrong Item
3945,24510,2020-10-05,Changed Mind
3946,4174,2024-02-10,Wrong Item
3947,19208,2022-01-15,Changed Mind
3948,23443,2022-02-01,Changed Mind
3949,11793,2024-10-25,Wrong Item
3950,23210,2024-07-13,Changed Mind
3951,15834,2025-02-21,Wrong Item
3952,7746,2024-11-04,Defective
3953,12094,2024-08-22,Changed Mind
3954,21772,2023-07-15,Wrong Item
3955,13554,2020-07-23,Changed Mind
3956,22160,2023-05-02,Changed Mind
3957,8336,2022-06-17,Wrong Item
3958,9764,2021-07-04,Wrong Item
3959,5280,2020-11-11,Defective
3960,16014,2021-09-21,Wrong Item
3961,11835,2023-10-08,Changed Mind
3962,3274,2024-02-05,Wrong Item
3963,3575,2024-10-29,Defective
3964,2287,2025-02-18,Defective
3965,15803,2020-11-12,Changed Mind
3966,12774,2022-01-07,Changed Mind
3967,24990,2024-03-19,Wrong Item
3968,4868,2022-12-28,Changed Mind
3969,2372,2024-12-07,Defective
3970,14544,2023-10-28,Changed Mind
3971,4041,2023-10-15,Changed Mind
3972,17558,2024-03-28,Changed Mind
3973,7524,2022-06-11,Defective
3974,22510,2021-05-10,Changed Mind
3975,24422,2020-11-28,Changed Mind
3976,18475,2023-04-18,Changed Mind
3977,21177,2025-05-27,Wrong Item
3978,15840,2025-02-09,Defective
3979,9662,2020-08-04,Wrong Item
3980,17928,2022-06-04,Changed Mind
3981,24177,2025-06-23,Wrong Item
3982,7083,2022-06-10,Changed Mind
3983,320,2023-09-05,Defective
3984,8482,2022-05-10,Defective
3985,9752,2022-06-11,Wrong Item
3986,4870,2024-08-24,Wrong Item
3987,7030,2024-03-16,Wrong Item
3988,22412,2021-04-21,Changed Mind
3989,15124,2025-04-12,Defective
3990,3691,2024-06-19,Defective
3991,11949,2023-08-05,Wrong Item
3992,4986,2024-12-26,Wrong Item
3993,6653,2024-11-14,Changed Mind
3994,11511,2025-04-14,Wrong Item
3995,13196,2024-11-15,Defective
3996,17419,2021-06-26,Changed Mind
3997,24811,2024-06-25,Changed Mind
3998,23142,2025-03-07,Wrong Item
3999,16542,2023-07-23,Wrong Item
4000,9749,2023-04-23,Changed Mind
4001,24990,2021-04-26,Wrong Item
4002,14150,2025-06-17,Changed Mind
4003,21229,2021-10-25,Defective
4004,15404,2021-11-14,Defective
4005,20080,2025-03-10,Defective
4006,10422,2024-07-13,Changed Mind
4007,20600,2025-02-16,Wrong Item
4008,21915,2025-05-25,Defective
4009,11250,2021-09-25,Wrong Item
4010,2706,2024-09-14,Changed Mind
4011,17620,2020-11-01,Wrong Item
4012,1745,2025-01-24,Defective
4013,21119,2021-07-07,Defective
4014,12739,2022-04-11,Changed Mind
4015,8589,2024-07-03,Defective
4016,5220,2020-08-31,Changed Mind
4017,15401,2025-03-23,Defective
4018,680,2024-04-02,Defective
4019,10109,2021-11-04,Wrong Item
4020,1425,2022-06-30,Changed Mind
4021,726,2021-03-09,Wrong Item
4022,4047,2023-07-10,Defective
4023,3407,2021-04-29,Wrong Item
4024,7180,2021-10-17,Changed Mind
4025,21896,2025-04-26,Defective
4026,13661,2022-03-23,Wrong Item
4027,6771,2024-11-19,Defective
4028,10380,2022-02-23,Wrong Item
4029,10020,2023-06-22,Changed Mind
4030,8713,2024-06-05,Changed Mind
4031,21880,2025-06-06,Changed Mind
4032,11152,2024-04-28,Defective
4033,20057,2020-12-01,Changed Mind
4034,5902,2024-03-31,Wrong Item
4035,8678,2021-06-19,Changed Mind
4036,4186,2024-10-21,Changed Mind
4037,12382,2023-09-22,Defective
4038,18484,2025-04-25,Defective
4039,11476,2021-10-12,Wrong Item
4040,21375,2023-10-15,Changed Mind
4041,15570,2021-11-10,Changed Mind
4042,22573,2021-01-12,Changed Mind
4043,7378,2021-02-02,Wrong Item
4044,1583,2021-03-24,Changed Mind
4045,2005,2021-05-08,Changed Mind
4046,659,2023-05-26,Defective
4047,20161,2024-01-27,Changed Mind
4048,5415,2024-02-21,Changed Mind
4049,9098,2022-11-14,Defective
4050,4097,2022-10-30,Defective
4051,3389,2022-02-14,Wrong Item
4052,8804,2021-08-25,Changed Mind
4053,23752,2023-09-26,Changed Mind
4054,15901,2023-09-03,Defective
4055,10652,2024-06-16,Changed Mind
4056,17950,2021-05-03,Changed Mind
4057,672,2021-11-06,Defective
4058,9856,2021-08-21,Changed Mind
4059,24754,2021-07-18,Changed Mind
4060,17593,2024-07-31,Defective
4061,6449,2023-06-27,Wrong Item
4062,4437,2024-01-21,Changed Mind
4063,21280,2022-07-01,Wrong Item
4064,20258,2020-12-12,Defective
4065,4487,2023-05-15,Defective
4066,22963,2023-03-17,Changed Mind
4067,2867,2025-04-07,Wrong Item
4068,15318,2022-12-09,Wrong Item
4069,431,2022-04-06,Defective
4070,18165,2024-01-02,Wrong Item
4071,19747,2020-11-08,Defective
4072,23972,2021-04-21,Wrong Item
4073,19212,2022-05-12,Wrong Item
4074,7262,2023-09-19,Changed Mind
4075,16941,2025-03-09,Defective
4076,10687,2025-04-22,Changed Mind
4077,10980,2020-10-04,Defective
4078,14101,2020-09-05,Changed Mind
4079,15397,2022-08-30,Wrong Item
4080,23626,2022-10-16,Changed Mind
4081,15080,2023-06-25,Defective
4082,10906,2020-09-07,Changed Mind
4083,8021,2023-02-27,Changed Mind
4084,10954,2025-01-16,Defective
4085,14821,2024-09-19,Changed Mind
4086,4258,2023-08-28,Wrong Item
4087,11077,2024-11-08,Defective
4088,16433,2022-10-19,Changed Mind
4089,9402,2024-04-02,Defective
4090,10113,2024-11-12,Wrong Item
4091,5460,2022-12-08,Wrong Item
4092,22866,2022-10-13,Changed Mind
4093,21109,2024-06-24,Defective
4094,17891,2020-07-17,Wrong Item
4095,3755,2021-11-10,Defective
4096,5609,2021-08-13,Defective
