sale_id,order_id,product_id,quantity,sale_price,total_price
2879,6343,22879,1,717.79,717.79
2880,5922,20615,3,864.44,2593.32
2881,17876,16361,3,145.16,435.48
2882,20573,22281,2,122.33,244.66
2883,2143,16317,2,125.05,250.1
2884,20883,7612,4,327.94,1311.76
2885,16279,5971,2,392.79,785.58
2886,14407,2613,3,43.39,130.17000000000002
2887,759,10722,3,252.96,758.88
2888,24931,10570,4,11.82,47.28
2889,23517,18991,3,195.11,585.33
2890,567,19856,3,395.95,1187.85
2891,7117,20527,1,755.7,755.7
2892,13095,21248,1,997.33,997.33
2893,15641,8613,4,203.33,813.32
2894,16482,24549,2,702.71,1405.42
2895,6404,22687,3,355.65,1066.9499999999998
2896,15576,12800,3,850.33,2550.9900000000002
2897,22305,21818,2,336.75,673.5
2898,16706,10175,2,312.9,625.8
2899,2946,11138,1,537.42,537.42
2900,2446,24918,1,997.76,997.76
2901,690,2026,4,356.01,1424.04
2902,24331,5501,2,206.43,412.86
2903,20002,22518,4,697.36,2789.44
2904,12198,17156,2,894.32,1788.64
2905,4316,697,1,830.86,830.86
2906,23463,6175,4,880.73,3522.92
2907,10902,15969,2,38.53,77.06
2908,13098,6966,2,84.95,169.9
2909,17889,18601,4,793.36,3173.44
2910,8934,7177,4,415.48,1661.92
2911,9460,14512,1,454.09,454.09
2912,8633,3863,1,400.52,400.52
2913,7846,21921,4,172.77,691.08
2914,1289,17875,1,939.54,939.54
2915,18175,2501,2,732.58,1465.16
2916,13144,24055,1,326.25,326.25
2917,18461,1333,1,593.99,593.99
2918,965,12659,1,530.18,530.18
2919,828,832,2,479.29,958.58
2920,2471,19648,1,962.73,962.73
2921,14171,19881,4,453.36,1813.44
2922,18888,12755,2,615.5,1231.0
2923,8157,7214,1,264.01,264.01
2924,5436,24982,2,369.34,738.68
2925,22453,16146,4,575.62,2302.48
2926,20094,1124,3,926.76,2780.2799999999997
2927,23176,16247,3,972.68,2918.04
2928,20586,3225,2,810.17,1620.34
2929,14000,11748,4,821.97,3287.88
2930,17711,8026,4,125.41,501.64
2931,4873,10317,3,905.24,2715.7200000000003
2932,21377,18528,2,949.14,1898.28
2933,5968,15479,1,235.4,235.4
2934,21479,18674,3,510.1,1530.3000000000002
2935,91,21476,4,398.56,1594.24
2936,24971,11283,4,747.15,2988.6
2937,6466,14414,3,156.01,468.03
2938,4540,14357,3,734.73,2204.19
2939,18463,1360,2,848.63,1697.26
2940,5298,8549,1,124.09,124.09
2941,9176,72,2,234.51,469.02
2942,20286,6493,4,128.11,512.44
2943,22183,17843,4,808.93,3235.72
2944,17283,1458,2,26.75,53.5
2945,16240,19513,4,894.84,3579.36
2946,9146,23749,4,539.63,2158.52
2947,3140,6680,2,219.63,439.26
2948,6686,2303,3,155.07,465.21
2949,9283,13066,2,158.09,316.18
2950,186,17093,2,271.03,542.06
2951,14413,10797,1,85.2,85.2
2952,22709,12470,1,799.1,799.1
2953,18958,14060,2,277.2,554.4
2954,8330,10866,4,19.93,79.72
2955,16150,1291,3,798.11,2394.33
2956,8895,24801,3,587.99,1763.97
2957,8366,17501,2,36.63,73.26
2958,8485,6242,2,229.19,458.38
2959,789,3906,3,325.93,977.79
2960,11651,4845,1,938.65,938.65
2961,9619,937,1,429.12,429.12
2962,207,22576,2,692.52,1385.04
2963,18686,5936,1,777.93,777.93
2964,11032,3241,3,525.83,1577.4900000000002
2965,13257,10453,1,105.44,105.44
2966,23904,14730,2,934.72,1869.44
2967,20904,4405,4,452.65,1810.6
2968,9351,3181,1,174.55,174.55
2969,6107,16971,1,769.44,769.44
2970,8318,15164,1,882.52,882.52
2971,17807,78,4,733.78,2935.12
2972,3564,13893,3,448.99,1346.97
2973,8917,16896,1,983.61,983.61
2974,11338,14386,1,104.53,104.53
2975,16471,3184,3,151.16,453.48
2976,11781,17946,1,278.63,278.63
2977,11963,10790,4,136.62,546.48
2978,2758,17964,2,450.36,900.72
2979,14358,4962,1,597.8,597.8
2980,4124,14865,1,306.61,306.61
2981,20499,1396,4,35.0,140.0
2982,5233,9716,2,562.67,1125.34
2983,7694,19509,2,562.9,1125.8
2984,11440,7844,1,871.48,871.48
2985,6023,737,3,107.65,322.95000000000005
2986,4303,1631,2,374.77,749.54
2987,17312,13330,2,235.59,471.18
2988,8854,16652,4,107.2,428.8
2989,12590,18827,1,304.87,304.87
2990,6997,4351,3,805.88,2417.64
2991,2771,10010,4,238.75,955.0
2992,17037,8361,2,913.97,1827.94
2993,22666,13152,4,693.84,2775.36
2994,4078,5591,3,100.18,300.54
2995,8558,22135,2,225.54,451.08
2996,18937,369,4,39.04,156.16
2997,15404,10373,2,120.07,240.14
2998,14616,10206,1,722.56,722.56
2999,23995,14532,1,158.61,158.61
3000,20926,23717,3,296.05,888.1500000000001
3001,6141,21756,4,685.85,2743.4
3002,16840,1414,1,640.54,640.54
3003,18545,11286,2,897.5,1795.0
3004,4327,13914,4,337.41,1349.64
3005,2610,6685,1,370.15,370.15
3006,23443,5061,1,99.97,99.97
3007,18666,20205,3,287.08,861.24
3008,14290,24723,3,846.37,2539.11
3009,2618,20227,1,142.94,142.94
3010,20065,18984,3,374.26,1122.78
3011,11952,3278,2,844.07,1688.14
3012,6885,3119,3,224.21,672.63
3013,24413,3968,2,161.39,322.78
3014,10080,5820,1,11.85,11.85
3015,72,24315,1,918.41,918.41
3016,2912,20311,3,870.64,2611.92
3017,21590,3483,4,192.62,770.48
3018,8084,17893,4,788.5,3154.0
3019,16410,5824,2,973.4,1946.8
3020,14929,15885,1,308.75,308.75
3021,874,9814,1,669.94,669.94
3022,18402,20982,2,209.37,418.74
3023,13727,24331,1,589.33,589.33
3024,14418,22735,1,330.89,330.89
3025,24195,18269,2,617.91,1235.82
3026,7954,335,1,669.67,669.67
3027,18804,24857,3,719.37,2158.11
3028,9109,5205,1,903.66,903.66
3029,3513,8777,3,114.08,342.24
3030,11747,9689,2,278.99,557.98
3031,1578,17649,2,174.19,348.38
3032,2366,13143,2,439.01,878.02
3033,4126,1437,4,434.15,1736.6
3034,61,22110,3,338.24,1014.72
3035,8759,5465,1,987.71,987.71
3036,10500,4515,4,762.14,3048.56
3037,14960,9601,4,96.37,385.48
3038,9415,20504,2,405.14,810.28
3039,4192,9049,3,861.69,2585.07
3040,11873,16787,3,170.79,512.37
3041,18233,4769,3,466.9,1400.6999999999998
3042,14655,4200,4,774.41,3097.64
3043,17229,18775,1,90.47,90.47
3044,5440,10935,2,818.34,1636.68
3045,5265,4148,4,115.12,460.48
3046,23349,12657,3,466.12,1398.3600000000001
3047,15864,624,4,957.18,3828.72
3048,19174,4850,4,511.57,2046.28
3049,16454,15995,1,901.41,901.41
3050,15487,3323,4,918.67,3674.68
3051,2555,10696,3,432.12,1296.3600000000001
3052,1074,20470,1,934.56,934.56
3053,23364,22603,3,94.21,282.63
3054,21576,18465,3,349.73,1049.19
3055,23970,13837,3,885.09,2655.27
3056,10998,19243,2,533.78,1067.56
3057,15603,22735,1,717.53,717.53
3058,1495,2828,4,47.44,189.76
3059,9624,8727,4,666.88,2667.52
3060,4537,5970,1,850.61,850.61
3061,7538,3820,1,681.33,681.33
3062,23757,4606,4,953.35,3813.4
3063,1954,127,4,695.88,2783.52
3064,6425,7228,1,319.37,319.37
3065,10209,23350,4,258.01,1032.04
3066,21702,22995,1,631.29,631.29
3067,19982,12390,4,100.41,401.64
3068,22507,17636,2,388.0,776.0
3069,1127,11120,3,438.06,1314.18
3070,10020,22314,2,603.82,1207.64
3071,1060,10539,4,236.74,946.96
3072,17611,14046,3,927.96,2783.88
3073,8185,4661,1,942.4,942.4
3074,17152,19210,4,599.47,2397.88
3075,11230,17864,3,673.76,2021.28
3076,7145,8386,4,310.62,1242.48
3077,4368,3582,3,260.27,780.81
3078,2124,13782,3,273.27,819.81
3079,24590,1094,3,409.23,1227.69
3080,7727,22405,4,929.47,3717.88
3081,1718,18334,4,312.06,1248.24
3082,58,1248,3,291.87,875.61
3083,21735,22147,2,329.23,658.46
3084,19984,8824,4,238.38,953.52
3085,19585,3660,1,729.27,729.27
3086,19113,23834,2,406.3,812.6
3087,1757,16034,4,470.71,1882.84
3088,795,23241,1,716.7,716.7
3089,2110,5320,3,652.1,1956.3000000000002
3090,5073,14255,1,407.48,407.48
3091,23452,7355,4,28.06,112.24
3092,22932,2249,3,893.14,2679.42
3093,8247,11366,3,118.84,356.52
3094,24883,8024,3,843.39,2530.17
3095,21573,20684,2,750.03,1500.06
3096,20681,9525,3,835.0,2505.0
3097,20577,2094,2,894.67,1789.34
3098,21230,16567,4,51.03,204.12
3099,16795,24722,4,440.57,1762.28
3100,16993,12561,4,62.5,250.0
3101,5488,11176,4,320.64,1282.56
3102,2342,4773,2,145.06,290.12
3103,8166,10783,4,580.63,2322.52
3104,13091,6921,3,617.82,1853.46
3105,9492,7783,2,570.77,1141.54
3106,22163,13823,2,227.43,454.86
3107,18713,16608,2,248.8,497.6
3108,21085,18292,4,311.35,1245.4
3109,13594,23571,4,159.97,639.88
3110,7022,16868,4,435.31,1741.24
3111,8386,3843,3,705.92,2117.7599999999998
3112,21391,24100,3,804.6,2413.8
3113,18989,346,3,27.96,83.88
3114,9990,21838,2,50.08,100.16
3115,698,14267,1,625.87,625.87
3116,6017,11104,2,460.45,920.9
3117,4139,20917,4,347.31,1389.24
3118,24590,3109,1,781.17,781.17
3119,23626,15358,3,493.82,1481.46
3120,20499,4325,3,590.4,1771.1999999999998
3121,4147,13387,4,339.56,1358.24
3122,10544,19014,1,300.74,300.74
3123,23238,7845,1,948.97,948.97
3124,12579,5537,2,700.26,1400.52
3125,1222,11694,3,333.74,1001.22
3126,5356,4433,1,999.0,999.0
3127,20747,1853,2,58.72,117.44
3128,23803,2998,3,432.67,1298.01
3129,14246,10722,2,981.2,1962.4
3130,24411,1763,2,900.27,1800.54
3131,17308,14758,1,456.36,456.36
3132,9800,15282,4,715.36,2861.44
3133,12377,19350,4,373.41,1493.64
3134,21587,7404,2,481.92,963.84
3135,22480,24506,1,647.51,647.51
3136,18362,9696,4,377.04,1508.16
3137,1562,8818,2,776.08,1552.16
3138,20396,11287,1,351.14,351.14
3139,1807,653,2,209.5,419.0
3140,7655,15103,2,257.87,515.74
3141,21784,16668,2,904.21,1808.42
3142,6989,19600,1,755.59,755.59
3143,14523,17340,2,899.3,1798.6
3144,10041,22393,3,930.56,2791.68
3145,21905,24728,1,16.84,16.84
3146,24145,17220,2,196.69,393.38
3147,10731,23014,3,394.67,1184.01
3148,1665,24672,4,212.95,851.8
3149,139,24238,4,59.26,237.04
3150,20756,23859,1,928.71,928.71
3151,1567,14125,4,889.55,3558.2
3152,20204,9754,2,194.4,388.8
3153,11431,17835,1,493.74,493.74
3154,4451,24656,1,977.9,977.9
3155,947,24577,2,592.75,1185.5
3156,13365,23580,4,543.05,2172.2
3157,17524,849,3,427.39,1282.17
3158,17385,9439,4,131.35,525.4
3159,5420,12133,1,118.81,118.81
3160,3137,16784,4,876.1,3504.4
3161,1232,3694,2,245.89,491.78
3162,5873,7876,2,275.05,550.1
3163,16493,11307,4,140.47,561.88
3164,18188,23576,1,395.46,395.46
3165,18588,15131,4,628.46,2513.84
3166,12032,17059,1,542.85,542.85
3167,17397,21107,3,39.1,117.30000000000001
3168,14287,20258,3,471.95,1415.85
3169,584,20537,3,421.52,1264.56
3170,7108,8789,4,266.02,1064.08
3171,11001,4365,1,650.94,650.94
3172,4126,8903,2,940.11,1880.22
3173,19447,21804,1,701.97,701.97
3174,1443,12829,1,183.83,183.83
3175,15750,24496,4,653.27,2613.08
3176,4454,11454,1,155.55,155.55
3177,12885,3973,1,548.81,548.81
3178,24094,22357,3,961.78,2885.34
3179,9597,6124,2,971.65,1943.3
3180,23376,7645,3,883.76,2651.2799999999997
3181,8968,778,2,370.45,740.9
3182,731,13929,3,706.47,2119.41
3183,16673,14463,1,173.93,173.93
3184,24363,23442,3,930.58,2791.7400000000002
3185,9292,8478,4,457.85,1831.4
3186,16683,15009,4,570.85,2283.4
3187,746,10932,4,387.98,1551.92
3188,16116,5637,4,417.48,1669.92
3189,6615,15424,1,377.67,377.67
3190,12214,9862,2,478.67,957.34
3191,23278,10405,4,860.14,3440.56
3192,19943,9548,3,845.77,2537.31
3193,14830,23820,3,340.62,1021.86
3194,7539,21818,1,118.45,118.45
3195,164,13242,4,452.43,1809.72
3196,2841,14093,1,10.39,10.39
3197,18645,11013,1,749.33,749.33
3198,8485,5588,2,7.64,15.28
3199,5241,22622,1,210.31,210.31
3200,396,14225,2,154.59,309.18
3201,22432,13269,3,874.0,2622.0
3202,18854,20036,3,999.51,2998.5299999999997
3203,1592,15190,2,150.51,301.02
3204,19536,6535,2,570.81,1141.62
3205,10177,1700,1,826.92,826.92
3206,8044,10062,1,355.62,355.62
3207,1405,16335,2,258.61,517.22
3208,14618,21331,1,294.83,294.83
3209,14905,1150,4,326.31,1305.24
3210,21390,113,2,260.13,520.26
3211,22854,13714,3,71.48,214.44
3212,4393,4833,3,919.57,2758.71
3213,22579,8393,3,900.52,2701.56
3214,22996,1616,2,853.07,1706.14
3215,12789,3645,3,768.12,2304.36
3216,524,17239,4,749.49,2997.96
3217,8289,16934,1,707.44,707.44
3218,11185,4849,4,852.97,3411.88
3219,10226,3136,3,59.29,177.87
3220,6913,2670,3,770.9,2312.7
3221,2707,8242,4,869.0,3476.0
3222,9922,19236,4,650.53,2602.12
3223,4439,11526,2,849.44,1698.88
3224,2632,17589,4,301.02,1204.08
3225,15586,17907,1,364.7,364.7
3226,4222,15865,4,612.1,2448.4
3227,17668,14718,3,145.9,437.70000000000005
3228,13192,7535,2,195.27,390.54
3229,21019,12603,4,993.98,3975.92
3230,17946,9015,2,788.5,1577.0
3231,10593,23973,3,117.28,351.84000000000003
3232,15147,11856,1,121.11,121.11
3233,7784,6808,2,395.55,791.1
3234,2925,18072,3,997.81,2993.43
3235,10224,23006,1,975.19,975.19
3236,10280,15949,4,475.32,1901.28
3237,16050,4746,4,444.72,1778.88
3238,19145,2522,4,591.27,2365.08
3239,12490,5381,1,663.59,663.59
3240,11605,24241,3,268.49,805.47
3241,7285,20096,4,174.94,699.76
3242,2430,24723,2,817.68,1635.36
3243,18346,23476,3,357.33,1071.99
3244,24818,1617,4,43.95,175.8
3245,7954,22465,1,858.39,858.39
3246,19793,4704,2,735.87,1471.74
3247,4086,24999,4,722.62,2890.48
3248,14583,7291,3,653.37,1960.1100000000001
3249,20117,13158,4,416.92,1667.68
3250,21443,20481,3,888.65,2665.95
3251,22334,14673,4,368.52,1474.08
3252,16480,23190,1,271.5,271.5
3253,106,3022,3,541.96,1625.88
3254,4317,4204,2,466.23,932.46
3255,21679,12055,2,38.52,77.04
3256,23005,15058,2,290.49,580.98
3257,13850,23067,3,384.44,1153.32
3258,2953,11409,1,792.89,792.89
3259,13915,23991,2,400.49,800.98
3260,1403,3930,2,939.97,1879.94
3261,396,9886,4,741.96,2967.84
3262,8720,9186,2,820.03,1640.06
3263,19512,24117,1,891.11,891.11
3264,10803,23710,1,199.78,199.78
3265,4583,12826,1,803.43,803.43
3266,11547,10183,1,197.23,197.23
3267,3529,4549,1,551.71,551.71
3268,22126,21,3,309.53,928.5899999999999
3269,23530,17053,1,500.19,500.19
3270,5694,4256,4,214.87,859.48
3271,24647,20928,2,961.61,1923.22
3272,23046,9176,3,667.66,2002.98
3273,5119,5548,4,254.48,1017.92
3274,14907,22467,1,240.41,240.41
3275,18195,5944,2,162.04,324.08
3276,5711,15713,4,778.25,3113.0
3277,1976,7748,4,482.22,1928.88
3278,14573,5771,1,894.88,894.88
3279,21642,4773,2,6.14,12.28
3280,14509,20104,2,499.2,998.4
3281,13151,18874,4,489.65,1958.6
3282,2753,23170,4,982.71,3930.84
3283,10418,8198,4,726.42,2905.68
3284,2464,22176,4,541.47,2165.88
3285,18576,24932,4,583.3,2333.2
3286,8070,403,4,700.63,2802.52
3287,12738,21867,4,919.23,3676.92
3288,19262,4073,3,68.47,205.41
3289,4842,12133,1,68.89,68.89
3290,18754,8035,2,209.5,419.0
3291,3731,2984,1,444.58,444.58
3292,17156,16444,4,352.6,1410.4
3293,7545,8166,4,56.78,227.12
3294,6121,6312,1,600.41,600.41
3295,5675,8770,2,843.97,1687.94
3296,14482,23589,1,60.67,60.67
3297,3026,1902,3,525.49,1576.47
3298,12141,17441,3,981.65,2944.95
3299,23286,1300,4,55.03,220.12
3300,22421,13736,3,297.94,893.8199999999999
3301,1639,5260,2,444.8,889.6
3302,15040,5169,1,177.54,177.54
3303,9769,18082,2,553.46,1106.92
3304,7301,867,2,852.74,1705.48
3305,23557,9575,1,369.25,369.25
3306,14025,17333,3,13.74,41.22
3307,18507,16450,4,615.63,2462.52
3308,20454,1308,4,882.86,3531.44
3309,8112,4563,4,794.48,3177.92
3310,9766,1720,4,652.45,2609.8
3311,15110,15796,1,776.63,776.63
3312,3854,10251,1,325.88,325.88
3313,16328,24747,2,488.36,976.72
3314,7902,8956,3,387.78,1163.34
3315,14267,16560,3,44.77,134.31
3316,6593,18106,3,249.17,747.51
3317,23897,2745,2,499.37,998.74
3318,4621,20110,4,647.29,2589.16
3319,13979,9190,4,24.18,96.72
3320,2744,18264,1,927.19,927.19
3321,68,4090,1,599.36,599.36
3322,21179,19638,4,835.26,3341.04
3323,22767,12930,3,188.6,565.8
3324,11003,11306,3,629.38,1888.1399999999999
3325,6239,23288,1,85.65,85.65
3326,11953,2292,2,455.44,910.88
3327,24082,10854,4,698.8,2795.2
3328,17361,2697,3,662.92,1988.7599999999998
3329,19659,33,3,237.41,712.23
3330,16204,18809,3,115.49,346.46999999999997
3331,8195,10564,4,358.7,1434.8
3332,19663,16832,2,612.36,1224.72
3333,16953,11455,4,94.17,376.68
3334,22406,18824,1,837.95,837.95
3335,17733,10600,2,506.37,1012.74
3336,6943,13449,4,858.45,3433.8
3337,3594,5178,1,650.85,650.85
3338,3,15153,1,974.25,974.25
3339,13324,21804,2,494.07,988.14
3340,23388,9872,2,727.04,1454.08
3341,21964,4674,1,492.65,492.65
3342,10858,3183,4,173.44,693.76
3343,3422,23718,4,94.15,376.6
3344,787,10923,2,239.7,479.4
3345,17301,5477,2,580.45,1160.9
3346,9425,23920,2,833.94,1667.88
3347,14350,23907,2,146.0,292.0
3348,1779,3055,3,924.56,2773.68
3349,331,23268,2,481.2,962.4
3350,16925,9717,1,506.69,506.69
3351,12551,20890,2,36.08,72.16
3352,20878,5580,4,969.7,3878.8
3353,6928,2512,3,65.35,196.04999999999998
3354,3683,1951,1,293.66,293.66
3355,1680,10904,3,633.96,1901.88
3356,10069,19896,1,643.34,643.34
3357,14674,19866,4,430.68,1722.72
3358,5533,7482,3,869.65,2608.95
3359,17225,2075,3,336.1,1008.3000000000001
3360,3450,18470,3,159.07,477.21
3361,15741,23599,2,46.57,93.14
3362,5087,9713,1,140.63,140.63
3363,20541,21744,1,955.31,955.31
3364,933,10107,1,313.55,313.55
3365,19217,20187,2,658.54,1317.08
3366,3643,14869,3,968.85,2906.55
3367,9816,591,4,886.27,3545.08
3368,20335,11252,4,506.88,2027.52
3369,13743,12057,2,89.06,178.12
3370,7942,20164,4,720.46,2881.84
3371,800,19030,2,136.21,272.42
3372,23839,13434,2,152.19,304.38
3373,16123,13995,1,880.05,880.05
3374,886,5811,2,668.68,1337.36
3375,11504,4059,3,930.66,2791.98
3376,3081,5656,1,958.45,958.45
3377,24067,12138,2,463.08,926.16
3378,21118,21270,2,670.69,1341.38
3379,11237,17179,1,656.67,656.67
3380,19015,1341,2,117.17,234.34
3381,19866,13121,4,620.98,2483.92
3382,9101,21825,2,115.13,230.26
3383,16683,24718,4,856.59,3426.36
3384,15069,13040,2,928.67,1857.34
3385,20129,10730,3,392.04,1176.1200000000001
3386,12613,15453,4,695.31,2781.24
3387,19658,2068,1,701.16,701.16
3388,1860,21677,3,54.89,164.67000000000002
3389,999,24231,3,167.36,502.08000000000004
3390,8037,21844,2,886.36,1772.72
3391,15407,21662,3,202.12,606.36
3392,21733,18368,2,759.43,1518.86
3393,22317,11878,4,593.93,2375.72
3394,8550,4966,1,715.22,715.22
3395,7776,4444,3,153.01,459.03
3396,9944,9239,3,805.43,2416.29
3397,10580,15255,1,369.11,369.11
3398,9136,22312,2,988.31,1976.62
3399,41,555,2,435.92,871.84
3400,17318,11228,3,321.14,963.42
3401,14696,22101,1,147.37,147.37
3402,23876,566,1,74.74,74.74
3403,4073,15913,4,882.17,3528.68
3404,1227,7863,3,126.48,379.44
3405,1291,15198,2,881.01,1762.02
3406,23312,13741,4,552.56,2210.24
3407,11881,21459,4,663.98,2655.92
3408,12353,20910,3,807.87,2423.61
3409,12999,5042,3,544.11,1632.33
3410,9031,20695,4,495.05,1980.2
3411,8705,326,1,783.86,783.86
3412,18887,11155,3,418.86,1256.58
3413,3076,18500,2,83.22,166.44
3414,23122,24113,3,632.44,1897.3200000000002
3415,20725,13335,2,40.08,80.16
3416,2597,21381,2,601.43,1202.86
3417,1422,11712,4,513.18,2052.72
3418,10063,6433,1,308.58,308.58
3419,18201,6732,4,348.52,1394.08
3420,18258,7396,3,457.7,1373.1
3421,14980,16955,2,493.82,987.64
3422,12226,15924,1,427.34,427.34
3423,11435,10845,3,395.23,1185.69
3424,3974,12807,1,327.36,327.36
3425,10405,23088,2,649.33,1298.66
3426,7807,22134,4,412.26,1649.04
3427,24491,16122,4,321.07,1284.28
3428,21546,21438,1,903.2,903.2
3429,3853,12052,3,185.87,557.61
3430,2704,239,1,149.5,149.5
3431,16938,7717,1,777.77,777.77
3432,13350,11726,4,120.1,480.4
3433,9921,994,3,274.94,824.8199999999999
3434,2693,2039,1,354.12,354.12
3435,12895,5417,3,289.91,869.73
3436,11691,10071,3,735.76,2207.2799999999997
3437,5152,24039,2,201.62,403.24
3438,11715,18152,2,691.23,1382.46
3439,2346,2949,2,295.31,590.62
3440,16766,20129,1,857.4,857.4
3441,11747,18864,4,876.55,3506.2
3442,16342,3071,2,282.49,564.98
3443,608,24492,1,598.65,598.65
3444,9495,6602,3,812.27,2436.81
3445,2278,5898,2,77.75,155.5
3446,11626,1469,3,570.71,1712.13
3447,24516,7435,2,976.57,1953.14
3448,17734,13626,2,366.03,732.06
3449,4827,21715,4,729.63,2918.52
3450,6125,18099,4,797.28,3189.12
3451,5395,6909,4,744.72,2978.88
3452,21932,24539,2,949.85,1899.7
3453,23031,20997,1,768.64,768.64
3454,11101,4592,1,933.54,933.54
3455,1830,22893,1,234.82,234.82
3456,19372,4669,4,593.34,2373.36
3457,20870,4749,3,381.41,1144.23
3458,20448,4397,2,723.97,1447.94
3459,9712,23319,3,155.72,467.15999999999997
3460,20048,15632,4,183.38,733.52
3461,20222,22521,3,134.63,403.89
3462,2465,22410,3,272.75,818.25
3463,3840,14198,3,190.62,571.86
3464,16962,4704,1,775.34,775.34
3465,18427,17453,1,589.04,589.04
3466,19307,12419,1,374.5,374.5
3467,16186,13418,4,209.23,836.92
3468,11674,421,1,804.06,804.06
3469,8803,14600,4,880.8,3523.2
3470,19740,17409,2,853.61,1707.22
3471,171,17875,4,925.16,3700.64
3472,16113,24136,1,808.73,808.73
3473,8720,12247,1,634.59,634.59
3474,9305,20417,2,433.04,866.08
3475,4455,24606,1,293.9,293.9
3476,10531,4716,3,11.31,33.93
3477,9433,4479,1,833.13,833.13
3478,3709,14245,3,439.02,1317.06
3479,13481,6172,1,872.84,872.84
3480,20853,8793,3,325.25,975.75
3481,21869,8801,1,341.4,341.4
3482,8598,13495,2,26.06,52.12
3483,11649,10558,3,488.01,1464.03
3484,10234,10255,4,491.29,1965.16
3485,23598,12385,1,656.58,656.58
3486,12566,21187,4,750.92,3003.68
3487,19744,8064,3,350.54,1051.6200000000001
3488,8919,10896,3,927.78,2783.34
3489,15006,19371,1,459.08,459.08
3490,12282,8047,1,575.91,575.91
3491,339,21376,2,595.99,1191.98
3492,10651,10842,1,877.17,877.17
3493,9114,6037,1,694.49,694.49
3494,12434,9723,1,356.87,356.87
3495,4188,1632,3,707.57,2122.71
3496,10059,21064,1,893.29,893.29
3497,23490,15403,4,822.99,3291.96
3498,5713,20615,2,52.15,104.3
3499,23229,20154,2,70.79,141.58
3500,17070,23671,1,680.71,680.71
3501,9757,14556,3,981.36,2944.08
3502,3826,11498,4,601.41,2405.64
3503,2703,3475,2,438.38,876.76
3504,3772,7707,1,583.87,583.87
3505,2258,1892,3,457.61,1372.83
3506,23708,19054,2,217.47,434.94
3507,6313,19615,3,283.18,849.54
3508,15987,9730,2,302.52,605.04
3509,18223,4073,1,601.34,601.34
3510,9516,8546,4,832.38,3329.52
3511,15922,13115,1,56.09,56.09
3512,14602,21233,1,525.11,525.11
3513,2682,23882,4,532.72,2130.88
3514,4971,13624,3,961.17,2883.5099999999998
3515,20,2757,2,818.82,1637.64
3516,20713,8307,2,394.34,788.68
3517,17177,18967,4,611.69,2446.76
3518,23607,14375,4,657.88,2631.52
3519,19674,3657,1,671.67,671.67
3520,2475,15203,4,908.61,3634.44
3521,18357,22400,4,582.75,2331.0
3522,21205,19318,2,223.29,446.58
3523,1714,12909,1,644.82,644.82
3524,12343,12397,1,239.16,239.16
3525,17293,23746,1,120.89,120.89
3526,17585,7365,4,610.53,2442.12
3527,3553,16654,3,285.04,855.1200000000001
3528,23676,10323,3,630.38,1891.1399999999999
3529,19292,11914,3,821.39,2464.17
3530,15329,3761,2,150.35,300.7
3531,10507,22197,1,63.78,63.78
3532,2679,4661,3,89.21,267.63
3533,4302,96,3,967.99,2903.9700000000003
3534,19028,22617,2,93.74,187.48
3535,24420,5806,3,923.99,2771.9700000000003
3536,14057,22459,3,975.39,2926.17
3537,20500,12865,3,76.11,228.32999999999998
3538,18504,22115,3,539.18,1617.54
3539,7763,9014,1,699.78,699.78
3540,14128,3705,1,41.89,41.89
3541,11340,5690,4,519.89,2079.56
3542,13201,10919,1,423.51,423.51
3543,3361,14683,3,510.6,1531.8000000000002
3544,24819,13666,1,550.28,550.28
3545,16814,17359,2,717.27,1434.54
3546,6431,4705,1,128.84,128.84
3547,11187,18611,4,993.41,3973.64
3548,16632,11351,4,281.28,1125.12
3549,21267,10878,3,979.9,2939.7
3550,8510,7630,1,687.21,687.21
3551,5036,4326,1,685.17,685.17
3552,17101,5357,2,922.3,1844.6
3553,6822,12245,4,886.47,3545.88
3554,5937,4935,2,231.01,462.02
3555,12609,888,4,698.3,2793.2
3556,19723,22619,3,507.39,1522.17
3557,283,21981,1,494.97,494.97
3558,12773,1867,2,19.75,39.5
3559,13543,15237,4,528.48,2113.92
3560,21440,13931,4,100.01,400.04
3561,9409,15547,1,272.53,272.53
3562,2575,16475,4,15.61,62.44
3563,12114,3252,4,403.92,1615.68
3564,16363,22593,2,925.69,1851.38
3565,11609,14241,1,802.98,802.98
3566,19713,19045,2,62.22,124.44
3567,24083,2986,2,714.23,1428.46
3568,21688,3778,1,729.02,729.02
3569,1826,5878,4,779.57,3118.28
3570,3648,16737,3,659.08,1977.2400000000002
3571,24330,1575,2,71.18,142.36
3572,13132,3077,4,654.39,2617.56
3573,6332,4067,4,218.97,875.88
3574,5799,17442,3,595.4,1786.1999999999998
3575,5869,18473,2,680.16,1360.32
3576,1090,18708,3,110.64,331.92
3577,288,6738,3,469.43,1408.29
3578,9267,20071,2,236.96,473.92
3579,15130,5275,2,808.41,1616.82
3580,22073,7032,1,931.62,931.62
3581,18516,8019,2,518.54,1037.08
3582,5308,16457,3,557.12,1671.3600000000001
3583,2231,2644,4,83.75,335.0
3584,2385,23568,1,392.3,392.3
3585,11418,19534,1,149.06,149.06
3586,20598,22791,1,705.98,705.98
3587,20831,19093,1,959.29,959.29
3588,12919,14893,3,807.89,2423.67
3589,16594,2938,2,391.13,782.26
3590,21737,24158,3,665.3,1995.8999999999999
